city,country,iso2,lat,lng,query,place_id,name,addr,place_lat,place_lng,tz_id,tz_rawoffset,tz_dstoffset
The Hague,Netherlands,NL,52.08,4.27,tourist information,ChIJw9Ps1TG3xUcRF7Si8bMorec,Paleistuin,"Prinsessewal, 2513 EE Den Haag, Netherlands",52.0812834,4.304339499999999,Europe/Amsterdam,3600,3600
The Hague,Netherlands,NL,52.08,4.27,tourist information,ChIJeTVCC7SwxUcR5EdQLWrRLYc,Scheveningen Woods,"The Hague, Netherlands",52.0959928,4.292382799999999,Europe/Amsterdam,3600,3600
The Hague,Netherlands,NL,52.08,4.27,tourist information,ChIJtZ5Yj1ewxUcRumlHjD5eHx0,Westdunepark,"The Hague, Netherlands",52.08376370000001,4.2473735,Europe/Amsterdam,3600,3600
Wellington,New Zealand,NZ,-41.3,174.7833,bar,ChIJZcX5CdOvOG0Rc6FRWEX3iOc,Foxglove Bar & Kitchen,"33 Queens Wharf, Wellington 6011, New Zealand",-41.28365,174.778724,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,hardware store,ChIJq0V6b2KlOG0RtsuZ4J3Ovwo,Bunnings Warehouse Lyall Bay,"22/54 Kingsford Smith Street, Rongotai, Wellington 6022, New Zealand",-41.3256388,174.8005267,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,hardware store,ChIJE82hZtqvOG0RyADURHPepIc,Bunnings Warehouse Wellington Central,"46/56 Tory Street, Te Aro, Wellington 6011, New Zealand",-41.29406400000001,174.780567,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,mall,ChIJddR_3iquOG0RFPR7pH5Wzm0,Lambton Square & Eatery,"180 Lambton Quay, Wellington 6011, New Zealand",-41.2818584,174.7758938,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,park,ChIJg8nSNCqwOG0R0KudJGLvAA8,Kelburn Park,"Salamanca Road, Kelburn, Wellington 6012, New Zealand",-41.287036799999996,174.77006980000004,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,park,ChIJYedsylSlOG0RYLKdJGLvAA8,Wakefield Park,"Adelaide Road, Berhampore, Wellington 6023, New Zealand",-41.3259946,174.773985,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,sights,ChIJDVyqzZ6qOG0RoJydJGLvAA8,Avalon Park,"61 Taita Drive, Avalon, Lower Hutt 5011",-41.1928118,174.9344231,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,sights,ChIJq-ETf7ivOG0RJa_-GBUmQuc,Mount Victoria Lookout,"Lookout Road, Hataitai, Wellington 6021",-41.2960571,174.7943104,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,sights,ChIJnRaYrdGvOG0RMJot6PyfQJo,Museum of New Zealand Te Papa Tongarewa,"55 Cable Street, Te Aro, Wellington 6011, New Zealand",-41.290456299999995,174.78208940000005,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,sights,ChIJPUlutN6vOG0RVo_6baFDadc,Pukeahu National War Memorial Park,"State Highway 1, Te Aro, Wellington 6011",-41.298272,174.7775258,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,sights,ChIJLyoZhNSvOG0R579NxQyM2YQ,Wellington Museum,"3 Jervois Quay, Wellington 6011, New Zealand",-41.28510319999999,174.7780803,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,sights,ChIJ0e_db9OvOG0RxNM4YL54czg,Wellington Waterfront,"Jervois Quay, Wellington 6011",-41.2866248,174.77924219999997,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,sights,ChIJSW__XPevOG0ROIAi_R-aY8E,Wellington Zoo,"200 Daniell Street, Newtown, Wellington 6021, New Zealand",-41.31954320000001,174.78464340000005,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,sights,ChIJmfs6nEKwOG0REKydJGLvAA8,ZEALANDIA Ecosanctuary,"53 Waiapu Road, Karori, Wellington 6012, New Zealand",-41.2901575,174.75349359999996,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,street market,ChIJNfi0bQetOG0Rsy7HWD5l4HI,New World Churton Park,"69 Lakewood Avenue, Churton Park, Wellington 6037, New Zealand",-41.2030405,174.8078391,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,street market,ChIJ4XM23bK6OG0RBoUmr0PBko0,New World Island Bay,"6 Medway Street, Island Bay, Wellington 6023, New Zealand",-41.33453400000001,174.772497,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,street market,ChIJWWtFFvuvOG0RRRoEE4H_aYo,New World Newtown,"195 Riddiford Street, Newtown, Wellington 6021, New Zealand",-41.31456439999999,174.78027519999995,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,street market,ChIJpZG3RyyuOG0RxAD6OIsHss0,New World Railway Metro,"2 Bunny Street, Pipitea, Wellington 6011, New Zealand",-41.279415500000006,174.7805081,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,street market,ChIJdwmhtSiuOG0RfSZInIzmaQ8,New World Thorndon,"150 Molesworth Street, Thorndon, Wellington 6011, New Zealand",-41.27416909999999,174.778392,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,street market,ChIJ96CS_M-vOG0R9Ar7H_u2yVw,New World Wellington City,"279 Wakefield Street, Te Aro, Wellington 6011, New Zealand",-41.2924093,174.7843416,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,supermarket,ChIJEyUqGNWvOG0RmIgm8SMbDLA,Countdown Cable Car Lane,"280-284 Lambton Quay, Wellington 6011, New Zealand",-41.2843328,174.77526369999995,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,supermarket,ChIJl7HKT4uvOG0RjxnjjIc6QYE,Countdown Kilbirnie,"47 Bay Road, Kilbirnie, Wellington 6022, New Zealand",-41.319338099999996,174.7949728,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,supermarket,ChIJlUWHXeGvOG0RejPRctt9Glg,Countdown Newtown,"3 John Street, Newtown, Wellington 6021, New Zealand",-41.3075079,174.7772195,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,supermarket,ChIJjT_no4KvOG0Rq_YVjIE9HPc,New World Miramar,"48 Miramar Avenue, Miramar, Wellington 6022, New Zealand",-41.31653970000001,174.81458830000003,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,supermarket,ChIJFyQodtavOG0RZ48Z8XYVHkk,New World Willis Street Metro,"68-70 Willis Street, Wellington 6011, New Zealand",-41.287948,174.77526799999995,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,supermarket,ChIJR5ZOZ9-vOG0RMaAd5Mzq0F0,Yan's Supermarket,"28 Hopper Street, Mount Cook, Wellington 6011, New Zealand",-41.2992389,174.773775,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,tourist information,ChIJPaSvMdOxOG0REKudJGLvAA8,Wellington Botanic Garden,"101 Glenmore Street, Kelburn, Wellington 6012, New Zealand",-41.2823079,174.7674514,Pacific/Auckland,43200,3600
Wellington,New Zealand,NZ,-41.3,174.7833,train station,ChIJuddNPyyuOG0RcOsVJWLvAB0,Wellington Station,"District of Freedom#8573311~!#, Bunny Street, Pipitea, Wellington 6011, New Zealand",-41.279214,174.78034,Pacific/Auckland,43200,3600
Managua,Nicaragua,NI,12.152999999999999,-86.2685,hardware store,ChIJuXdcdzT-c48RjRR1tzgE_uU,SINSA Carretera a Masaya,"KM 8, 1/2 Carretera a Masaya, Managua",12.0959814,-86.2407248,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,hardware store,ChIJ11X-NdhVcY8R4bdLiaF_3gA,SINSA Home Center,"Pista Benjamin Zeledon, Managua 12066",12.136206800000002,-86.2852984,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJZ2E5ahj-c48RJbTrwecWF2Q,Managua Comercial Centrer,"Centro Comercial Managua, Managua",12.1169901,-86.24826159999998,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJCW46k_pVcY8RSh3XJb6Wvec,Metrocentro,"Marginal Av de las Naciones Unidas, Managua 10000",12.127762400000002,-86.26476869999998,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJXZUW19v9c48Rb-VyzqPg9CA,Multicentro Las Americas,"Paseo Los Muchachos, Managua",12.1394502,-86.2288702,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJByLPkdj9c48RUY6rF1p-pxs,Multicentro Las Américas,"Semaforos de Villa Progreso 1 cuadra al Oeste, Managua",12.1387081,-86.2288208,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJmdP6AZpWcY8RnWYkysQHSQ8,Multicentro Las Brisas,Managua,12.149936,-86.3122885,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJ64VofAxWcY8RB0t_CDpgpM0,Plaza Inter,"Av. Bolívar, Managua 11118",12.1445169,-86.2740936,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJ6ymZnT9UcY8RHaXtUrOv_Ek,Plaza La Fe,"km 7.5, Carretera Sur, Managua",12.11696,-86.314925,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJlwhtCoX-c48RQlCw7mUlf7U,Plaza La Sabana,Managua,12.1277076,-86.20817890000002,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,mall,ChIJTQYiXaT_c48RYv29xCRPeUM,Plaza Once,Managua,12.076464199999998,-86.222916,America/Managua,-21600,0
Managua,Nicaragua,NI,12.153,-86.2685,park,ChIJUXclMAb-c48R9vqdnPh3j1E,El Dorado Park,"Managua, Nicaragua",12.1345755,-86.24712729999996,America/Managua,-21600,0
Managua,Nicaragua,NI,12.153,-86.2685,park,ChIJZZLLId9VcY8RsYL5EtYHCMI,Las Madres Park,"Managua 12066, Nicaragua",12.1357548,-86.2806686,America/Managua,-21600,0
Managua,Nicaragua,NI,12.153,-86.2685,restaurant,ChIJiRsi33tWcY8R7IuhAXYY4Cw,Los Ranchos,"Managua, Nicaragua",12.1444068,-86.2905157,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,sights,ChIJTTS0JxJWcY8RPV3BmWw3IQU,Luis Alfonso Velásquez Flores Park,Managua,12.1518397,-86.27108849999998,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,sights,ChIJI8X1CAwPdI8R2x51qI7v8OI,Mirador de Catarina,Catarina,11.9134,-86.069,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,street market,ChIJYQNneKAIdI8RLjiRZoCZS10,El Mercado Viejo Craft Market,"Av El Progreso, Masaya, Nicaragua",11.9744692,-86.0932358,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,street market,ChIJryXXsaMIdI8RWLQOfKJxTEM,Main Market,"Masaya, Nicaragua",11.9729099,-86.08640759999999,America/Managua,-21600,0
Managua,Nicaragua,NI,12.153,-86.2685,street market,ChIJIeprXfr9c48RQC4NGLio790,Oriental Maxi Pali,"Av. Xolotlán, Managua, Nicaragua",12.1479109,-86.2494207,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,street market,ChIJHdvaQKH_c48RDtAWs5i3MjI,PriceSmart,"Carretera a Masaya Km 11.5, Managua, Nicaragua",12.073004,-86.22033929999998,America/Managua,-21600,0
Managua,Nicaragua,NI,12.153,-86.2685,supermarket,ChIJ9cubvQb-c48Rcu6p7gbR3uU,Maxi Pali Dorado,"Boulevard Don Bosco, Managua, Nicaragua",12.133129199999999,-86.25034090000004,America/Managua,-21600,0
Managua,Nicaragua,NI,12.153,-86.2685,supermarket,ChIJ-8ao9I9VcY8RZ3gsn8JInUY,Super Porta's,"55 Calle Sureste, Managua, Nicaragua",12.104287300000001,-86.2655182,America/Managua,-21600,0
Managua,Nicaragua,NI,12.153,-86.2685,supermarket,ChIJ89FzWYdWcY8RkZvgljcVfuk,Supermercado La Colonia Monsignor Lezcano,"10a Calle S.O, Managua, Nicaragua",12.145412400000001,-86.2971233,America/Managua,-21600,0
Managua,Nicaragua,NI,12.153,-86.2685,supermarket,ChIJX0UVatlVcY8RkkVbrWSG1_Y,Supermercado La Colonia Plaza España,"Managua 12084, Nicaragua",12.1338977,-86.2832208,America/Managua,-21600,0
Managua,Nicaragua,NI,12.152999999999999,-86.2685,tourist information,ChIJpekEP_dVcY8RfnbSjX0VEyQ,Japón Nicaragua Park,"Managua, Nicaragua",12.1249496,-86.2606168,America/Managua,-21600,0
Oslo,Norway,NO,59.9167,10.75,hardware store,ChIJ38Q24NltQUYRXXLY374-9kM,Clas Ohlson Bogstadveien,"Bogstadveien 26, 0355 Oslo",59.925911899999996,10.7216711,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJfTCNhQlvQUYROruG9t8rGvk,Bryn Senter,"Østensjøveien 79, 0667 Oslo",59.90316120000001,10.82152,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJ8fIW-PxsQUYReqsJxKGEJgE,CC Vest,"Lilleakerveien 16, 0283 Oslo",59.91746910000001,10.6359196,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJTelcr9tvQUYRHarKD7sJz5U,Linderud senter,"Erich Mogensøns vei 38, 0594 Oslo",59.94320329999999,10.8353703,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJMaOWw0luQUYRLFqJcksfXlQ,Løren Torg,"Lørenveien 44, 0585 Oslo",59.93071550000001,10.7937234,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJoa0NMGJuQUYR2D9lu0kifDw,Oslo City,"Stenersgata 1, 0050 Oslo",59.9126918,10.752917,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJOT0lHIpuQUYRO-9IcNrNe-c,Oslo S mall,"Jernbanetorget 1, 0154 Oslo",59.910774399999994,10.7512945,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJOa0xj21tQUYRJzGeJ4xg1Y0,Røa Center,"Vækerøveien 205, 0751 Oslo",59.948226899999995,10.6438389,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJUaVyxRtuQUYRH6dCgDwfoJY,Torgbygget,"Nydalsveien 33, 0484 Oslo",59.94926829999999,10.766072300000001,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,mall,ChIJyfrf5t1vQUYRd-3Wmn_U_X8,Veitvet Senter,"Grevlingveien, 0596 Oslo",59.94443889999999,10.8476276,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,park,ChIJgzu7EH9uQUYRwajtZJFSX70,Palace Park,"Slottsplassen 1, 0010 Oslo, Norway",59.917625,10.730332,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,park,ChIJb4OV4mduQUYRks5TEOeXZGo,Sofienberg Park,"Sofienberggata 14, 0558 Oslo",59.92310310000001,10.7635437,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,park,ChIJdXwu3lpuQUYRknOl0TWnog0,Tøyen Park,"Helgesens gate 90, 0563 Oslo",59.91710089999999,10.7772202,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,shopping,ChIJ57HpbdhkQUYRr6gdpL9VVqs,Metro Senter,"Bibliotekgata 30, 1473 Lørenskog",59.92737649999999,10.9594651,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,sights,ChIJn5IXQ89tQUYRqXaN0mEtOw0,Frogner Park,"Kirkeveien, 0268 Oslo, Norway",59.92645829999999,10.7034734,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,sights,ChIJRb8leH1uQUYRn8zsyxmQDMs,Spikersuppa rink,0162 Oslo,59.9138426,10.7372635,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,sights,ChIJRe4rQlxuQUYRqcIHixBmMx8,The Botanical Garden,"Sars' gate 1, 0562 Oslo",59.91733249999999,10.7702287,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,sights,ChIJsV__us5tQUYRlsdVNqT4Ywg,The Vigeland Park,"Nobels gate 32, 0268 Oslo",59.92702900000001,10.700865,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,street market,ChIJ6zkAW2FuQUYRfgPfzhCMAY4,A Food Market,"Osterhaus' gate 8, 0183 Oslo, Norway",59.9165064,10.754067599999999,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,street market,ChIJ4aoeE2BuQUYRXUzSN9rlddM,Grønland Fruit and Vegetables,"Smalgangen, 0301 Oslo, Norway",59.9125201,10.7594401,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJdw8EqVluQUYRTg2MNpwTD_Y,Kiwi Tøyen,"Kolstadgata 18, 0652 Oslo",59.9137053,10.7751877,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJeUKEVrRtQUYRZnKnyG0VAog,MENY Skøyen,"Karenslyst Allé 9, 0278 Oslo",59.9206235,10.6834125,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJG2aD2p9oQUYRquUFM5jYox0,REMA 1000,"Slimeveien 6, 1275 Oslo",59.8324916,10.8383019,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJm7f5S1FuQUYRJxsSW1tMx8U,REMA 1000 Ensjø,"Gladengveien 2, 0661 Oslo",59.9151159,10.7877898,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJ76f_kGRuQUYRnuESj67LUu4,REMA 1000 Fredensborgveien,"Fredensborgveien 24B, 0177 Oslo",59.91919220000001,10.7469619,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJ83XAvrFtQUYRB27ShwE3dKE,REMA 1000 Hoffsveien,"Hoffsveien 10, 0275 Oslo",59.9259033,10.6745949,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJz3vI59ltQUYRTWEjXrX2kPc,REMA 1000 Industrigata,"Industrigata 45, 0357 Oslo",59.926722700000006,10.7219127,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJRZiIFvhuQUYRrmHPA5JxSWM,REMA 1000 Jordal,"Jordalgata 2, 0657 Oslo",59.90830249999999,10.7791639,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJM0Ze2V1uQUYR7BSgaJl7Icg,REMA 1000 Lakkegata,"Herslebs gate 17A, 0561 Oslo",59.9179541,10.763738900000002,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJbzhcIdttQUYRyMQDXhCfJCE,REMA 1000 Majorstuen,"Sørkedalsveien 1A, 0369 Oslo",59.929927000000006,10.7134636,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJvbs6lXhuQUYRNL0I4P-6DMk,REMA 1000 Parkveien,"Parkveien 21, 0350 Oslo",59.9212574,10.7286776,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJdYF_zVxuQUYRwaZjhxXkqMk,REMA 1000 Sofienberg,"Trondheimsveien 47, 0560 Oslo",59.9216464,10.7703724,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJnV806_ttQUYRfSMLtIHXhGM,REMA 1000 Sogn,"Rolf E. Stenersens allé 26, 0858 Oslo",59.95327449999999,10.7293453,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJSUh32IxuQUYRaexYhc5H0w8,REMA 1000 Sørenga,"Sørengkaia 11, 0194 Oslo",59.90359979999999,10.7564986,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJj55-OGluQUYRVM0Ik5035Gg,REMA 1000 Thorvald Meyersgate,"Thorvald Meyers gate 23, 0555 Oslo",59.927375,10.758858300000002,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJoVaIimJuQUYRwitQVxLJ_2c,REMA 1000 Torggata,"Torggata 2, 0181 Oslo",59.91371940000001,10.746941900000001,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJTx6pUWtuQUYR9MMU-CVCntE,REMA 1000 Torshov,"Sandakerveien 24, 0473 Oslo",59.9341777,10.7612543,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,supermarket,ChIJF-WWnWVuQUYRaDM-eOwE7uw,REMA 1000 Vulkan,"Maridalsveien 15, 0178 Oslo",59.92335999999999,10.7512369,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,train station,ChIJ1b8zu6dvQUYR0xO8GMXWK8A,Bryn,"0667 Oslo, Norway",59.90835999999999,10.818610000000001,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,train station,ChIJL0seFX5uQUYRcuvdXStVli8,Nationaltheatret stasjon,"Ruseløkkveien 1, 0251 Oslo",59.9147507,10.730343199999998,Europe/Oslo,3600,3600
Oslo,Norway,NO,59.9167,10.75,train station,ChIJyYnc6rNtQUYRJpKNR00W_8E,Skøyen stasjon,"0277 Oslo, Norway",59.9225591,10.678378599999998,Europe/Oslo,3600,3600
Islamabad,Pakistan,PK,33.7,73.1666,restaurant,ChIJ-1-nYmy_3zgR5jfCpERAMYY,Des Pardes,"Saidpur Rd, Saidpur, Islamabad, Islamabad Capital Territory 44000",33.7441688,73.0678061,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,restaurant,ChIJwbBFrqK_3zgRKtFBCoJQjwY,Savour Foods,"Fortune Plaza, 2 Jinnah Ave, Block H Sector G-7 G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000",33.713265899999996,73.0635171,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,sights,ChIJgYJTTluT3zgR59SHCUEkZQo,Jinnah Park Rawalpindi,"Mushtaq Baig Shaheed Road, Chaklala Cantt., Rawalpindi, Punjab 46000",33.58462539999999,73.07203009999998,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,sights,ChIJPyXV5zOT3zgRND0PRZY_q2k,Jungle World - Ayub National Park,"153, Lane 3، Grand Trunk Rd, Rawalpindi, 46000",33.57194439999999,73.08305560000002,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,sights,ChIJhcpFdk6V3zgRgZcN627dBQU,Kachnar Park,"I 8/3 I-8, Islamabad, Islamabad Capital Territory",33.6701923,73.08172590000002,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,street market,ChIJF1r0Ix6-3zgRZMiMk9RZTNU,Buland Market,"Street 31, G-10/1 G 10/1 G-10, Islamabad, Islamabad Capital Territory, Pakistan",33.6736991,73.012914,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,street market,ChIJOTnqsKW_3zgRKXnOvg5-6hE,Faisal Market,"29 Street 31, F-7/1 F 7/1 F-7, Islamabad, Islamabad Capital Territory, Pakistan",33.7152063,73.054732,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,street market,ChIJTRfdIiO-3zgRNyKqsQGiP1Q,Khan Market,"Street 50, G-10/3 G 10/3 G-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",33.68391,73.02042,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,street market,ChIJvzh-3Hq_3zgR71kwS3wg97U,Kohsar Market کوھسارمارکیٹ,"Street 10, Markaz F 6/3 F-6, Islamabad, Islamabad Capital Territory 44000, Pakistan",33.735519399999994,73.0782928,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,street market,ChIJayz8ula-3zgRIPUuFbgsphg,Madina Market,"Street 22, F-8/2 F 8/2 F-8, Islamabad, Islamabad Capital Territory, Pakistan",33.714996899999996,73.03371170000001,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,street market,ChIJ2wBFVECV3zgRSMSCB7DqrZc,Mughal Market,"4 Street 15, I-8/1 I 8/1 I-8, Islamabad, Islamabad Capital Territory, Pakistan",33.661544799999994,73.06682590000001,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,street market,ChIJKXo-H7K_3zgRcMoxCqS9UXY,Najam Market,"Street 55, F-8/4 F 8/4 F-8, Islamabad, Islamabad Capital Territory, Pakistan",33.709165999999996,73.04614889999998,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,street market,ChIJt7DNdu-93zgRMhrggNatAPA,Salman Market,"126 Street 24, F-11/2 F 11/2 F-11, Islamabad, Islamabad Capital Territory, Pakistan",33.6826555,72.98063570000002,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,supermarket,ChIJMbZ9du7t3zgRvt_2GEhizeA,J Mart,"Sector E DHA Phase II, Islamabad, Islamabad Capital Territory",33.5329624,73.16506860000001,Asia/Karachi,18000,0
Islamabad,Pakistan,PK,33.7,73.1666,supermarket,ChIJiSfLyqLr3zgR4QY-536g_pA,Save Mart The Real Save,"main service road-Islamabad Express high way near Koraal Chock, Phase 5 Ghauri Town, Islamabad, Rawalpindi, Islamabad Capital Territory",33.61077279999999,73.12966,Asia/Karachi,18000,0
Asunción,Paraguay,PY,-25.2964,-57.6415,park,ChIJYf-aLd-nXZQRpntalo_K_lY,Plaza Batallón 40,"General Aquino, Asunción, Paraguay",-25.2924307,-57.615752,America/Asuncion,-14400,0
Asunción,Paraguay,PY,-25.2964,-57.6415,park,ChIJtxwYKPKnXZQRULIHIGrmwGY,Plaza Pública de LA DEMOCRACIA,"Independencia Nacional, Asunción, Paraguay",-25.2834276,-57.63478290000001,America/Asuncion,-14400,0
Asunción,Paraguay,PY,-25.2964,-57.6415,restaurant,ChIJ64LOufOnXZQRoIaJZVVZwjo,Bolsi,"Estrella 399, Asunción, Paraguay",-25.28226230000001,-57.636171,America/Asuncion,-14400,0
Asunción,Paraguay,PY,-25.2964,-57.6415,restaurant,ChIJHTEESfKnXZQRFuyfX62XqMI,Lido Bar,"Palma esquina, Asunción, Paraguay",-25.2820168,-57.63491819999999,America/Asuncion,-14400,0
Asunción,Paraguay,PY,-25.2964,-57.6415,sights,ChIJO4m9NuunXZQR-5zkZiMZSiI,Costanera de Asuncion,"Av Costanera José Asunción Flores, Asunción, Paraguay",-25.2768765,-57.631347999999996,America/Asuncion,-14400,0
Asunción,Paraguay,PY,-25.2964,-57.6415,sights,ChIJOyhIZxkIXZQRI03zbbHOJ4w,Parque Carlos A Lopez,"Avenida Carlos Antonio López, Asunción, Paraguay",-25.2869366,-57.6510244,America/Asuncion,-14400,0
